Company,Job,Location,Salary
Jobspring Partners,Backend Engineer- cool startup in Palo Alto,"Palo Alto, CA","$150,000 - $170,000 a year"
SLAC National Accelerator Laboratory,Network Specialist,"Menlo Park, CA",0
Ellie Mae,Senior Market Research Analyst,"Pleasanton, CA 94588",0
"Integrated DNA Technologies, Inc",Staff Scientist,"Redwood City, CA",0
Proteus Digital Health,Product Data Science Leader (Manager / Senior Manager),"Redwood City, CA 94065",0
Huawei,Sr. Staff Engineer,"Santa Clara, CA",0
Stinger Ghaffarian Technologies,Senior Computer Scientist IV - Task 77,"Mountain View, CA",0
Boehringer Ingelheim,"Principal Scientist, Protein Science","Fremont, CA",0
Intel,Research Scientist - Visual Cloud,"Santa Clara, CA 95051",0
Walmart eCommerce,Machine Learning Engineer,"Sunnyvale, CA",0
Intellipro Group Inc.,Software Engineer - Machine Learning,"Santa Clara, CA",0
Adobe,"Specialist, Testing and Optimization","San Jose, CA",0
Apple,iOS/macOS Data Analysis - Web Application Engineer,"Santa Clara Valley, CA",0
Yahoo! Inc.,Research Engineer- Advertising Products,"Sunnyvale, CA",0
GoPro,Senior Data Scientist,"San Mateo, CA 94402 (Beresford area)",0
OfficeTeam,Data Entry Clerk,"Mountain View, CA 94043",$17 - $20 an hour
Huawei,"Staff Engineer, Big Data","Santa Clara, CA",0
IDC,"Senior Research Analyst, Devices","San Mateo, CA",0
Google,"Strategy, Planning and Analysis Manager, Staffing","Mountain View, CA",0
Quartzy,Performance Marketing Specialist,"Palo Alto, CA",0
"GenapSys, Inc.",Senior Machine Learning Scientist,"Redwood City, CA",0
Stanford University,Research Administration Manager,"Stanford, CA 94305",0
Yahoo! Inc.,"Tech Yahoo, Software Dev Eng","Sunnyvale, CA",0
Amazon Corporate LLC,Senior Machine Learning Scientist,"Sunnyvale, CA",0
C S Bio Co.,R&D QC Scientist,"Menlo Park, CA",0
AstraZeneca,Clinical Pharmacologist,"Redwood City, CA",0
Amazon Corporate LLC,Applied Scientist - Selection Classification,"Cupertino, CA",0
Ardelyx,Sr. Scientist - GI/Immunology,"Fremont, CA 94555 (Northgate area)",0
NVIDIA,Research Scientist – Human Perception and Vision Science,"Santa Clara, CA",0
Tesla Motors,Staff Data Engineer,"Palo Alto, CA",0
Facebook,"Technical Program Manager, Artificial Intelligence/Machine L...","Menlo Park, CA",0
Aurora Solar,Part Time Research Analyst,"Palo Alto, CA 94301 (Professorville area)",0
Tesla Motors,Software Engineer (Hadoop),"Palo Alto, CA",0
Instart Logic,Software Engineer: Big Data Platform,"Palo Alto, CA 94306 (Barron Park area)",0
Uber,Software Engineer - Maps Workflow,"Palo Alto, CA 94301 (Professorville area)",0
Facebook,People Research Scientist,"Menlo Park, CA",0
"Samsung Semiconductor, Inc.",Senior Machine Learning SWE,"San Jose, CA",0
"23andMe, Inc.","Scientist / Sr. Scientist, Statistical Genetics","Mountain View, CA 94041",0
"Applied StemCell, Inc.",Scientist in stem cell biology and genome editing,"Milpitas, CA",0
TERADEEP INC.,STAFF DATA SCIENTIST / DEEP LEARNING,"Campbell, CA","$120,000 - $160,000 a year"
Agilent,Software Engineer - Analyzing the Data of Life,"Santa Clara, CA 95051",0
ABBOTT LABORATORIES,Sr Staff Scientist Analyst - Chemist,"Santa Clara, CA",0
Facebook,"Applied Research Scientist, Speech Recognition Language Mode...","Menlo Park, CA",0
Coupang,Senior Data Scientist - Search,"Palo Alto, CA",0
Guardant Health,"Bioinformatics Scientist, BioPharma Collaborations","Redwood City, CA",0
SAP,Developer with ML background for Machine Learning developmen...,"Palo Alto, CA",0
analyticsMD,Senior Data Scientist,"Mountain View, CA",0
Theranos,"Sr. Scientist, Enzymology","Palo Alto, CA",0
Apple,Software Engineer - Siri Machine Learning Platform,"Santa Clara Valley, CA",0
Pacific Biosciences,Senior Bioinformatics Scientist,"Menlo Park, CA",0
Google,"Software Engineer, Imaging","Mountain View, CA",0
West Valley-Mission Community College District,Research Analyst,"Saratoga, CA 95070","$6,327 - $6,930 a month"
Ford Motor Company,Automated Driving Research Scientist – Machine Learning,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",0
Cheetah Ad Platform,Machine Learning - Deep Learning Software Engineer,"Palo Alto, CA",0
Gwynnie Bee,Sr. Statistician,"Palo Alto, CA",0
Blue Coat Systems,Senior/Principal Data Scientist,"San Jose, CA",0
Discord,Data Engineer More Info,"Burlingame, CA",0
Calsoft Labs,Research Analyst,"Menlo Park, CA",0
Slice Technologies & Unroll.me,Machine Learning Engineer - Information Extraction,"San Mateo, CA",0
Matrix Consulting Group,Research Analyst,"Mountain View, CA",0
Samsung Electronics America,Senior Data Scientist– e-Commerce,"Mountain View, CA",0
10X Genomics,Applications Data Analyst,"Pleasanton, CA",0
DNAnexus,Senior Software Engineer,"Mountain View, CA",0
Exponent,Managing Scientist,"Menlo Park, CA 94025",0
MedImmune,"Scientist I, Fluorescent Microscopy & Bioanalysis -- (Mounta...","Mountain View, CA 94043",0
LG Electronics,Senior Engineer Machine Learning,"Santa Clara, CA",0
"23andMe, Inc.",Survey Methodologist,"Mountain View, CA 94041",0
Recruit Institute of Technology,Research Scientist,"Mountain View, CA",0
Approgence Inc.,Machine Learning Engineer (Full time),"San Jose, CA",0
Apple,"Machine Learning Engineer, Proactive Intelligence","Santa Clara Valley, CA",0
Cepheid,Technical Support Specialist,"Sunnyvale, CA",0
Accuray Incorporated,"Manager/Architect, Business Intelligence and Big Data","Sunnyvale, CA 94089",0
Natera,Scientist (Oncology),"San Carlos, CA 94070",0
SLAC National Accelerator Laboratory,"LCLS Scientist – [Associate or Staff Scientist Level, dual p...","Menlo Park, CA",0
"GRAIL, Inc.",MACHINE LEARNING (and in particular DEEP LEARNING) SPECIALIS...,"Redwood City, CA",0
"23andMe, Inc.","Scientist/Senior Scientist, Health R&D","Mountain View, CA 94041",0
Stanford University,Bioethics Research Assistant-Fixed Term,"Stanford, CA 94305",0
Yahoo! Inc.,Data Insights Manager - Search Analysis,"Sunnyvale, CA",0
Workbridge Associates,Senior Data Scientist,"San Jose, CA 95113 (Downtown area)","$150,000 - $200,000 a year"
Apple,Senior Software Engineer/Machine Learning Engineer,"Santa Clara Valley, CA",0
Ten-X,Senior Data Scientist,"Belmont, CA",0
KLA-Tencor,Research Scientist 3 (Algorithm Development),"Milpitas, CA",0
"RingCentral, Inc.","Sr. Manager, Operational Intelligence","Belmont, CA 94002",0
LRNG by Collective Shift,Senior Game Programmer,"Redwood City, CA",0
"Pharmacyclics, LLC",Statistical Programmer II,"Sunnyvale, CA",0
SRI International,Assoc/Program Director--Cognition Research Program,"Menlo Park, CA 94025",0
Uber,Engineering Manager- Machine Learning & Fraud (Palo Alto),"Palo Alto, CA 94301 (Professorville area)",0
Intellipro Group Inc.,Sr. Staff Engineer,"Santa Clara, CA",0
AT&T,Big Data Technical Co Op II,"Palo Alto, CA",0
Intel,Machine – Deep Learning Cloud Solutions Engineering Intern,"Santa Clara, CA 95051",0
Stanford University,Lead Data Scientist,"Stanford, CA 94305",0
Quartzy,Content Marketing Specialist,"Palo Alto, CA",0
Thermo Fisher Scientific,"Scientist III, R&D (Assay Development)","Fremont, CA 94538 (Irvington area)",0
Ayasdi,Technical Product Manager,"Menlo Park, CA 94025",0
Ten-X,Senior Data Engineer,"Belmont, CA",0
Google,"Camera Systems Hardware Test Engineer, Self-Driving Car, X","Mountain View, CA",0
Bina Technologies Inc.,International Product Manager – (Advanced Analytics),"Belmont, CA",0
Quartzy,Business Development Associate,"Palo Alto, CA",0
Proofpoint,Senior Software Engineer (Tools & Data Science),"Sunnyvale, CA 94089",0
Cepheid,Diagnostic Consumables Engineer,"Sunnyvale, CA",0
Samsung,Data Scientist,"Mountain View, CA",0
Retail Solutions,Data Scientist,"Mountain View, CA 94043",0
Natera,Bioinformatics Analyst,"San Carlos, CA 94070",0
Walmart eCommerce,Sr. Seller Integration Engineer,"Sunnyvale, CA",0
"Magic Leap, Inc.","Software Engineer, Bluetooth","Mountain View, CA 94040",0
"Amazon Web Services, Inc.",Senior Software Development Engineer - AWS & Machine Learnin...,"Palo Alto, CA",0
Danaher,"Field Applications Scientist, BioProduct Development","Sunnyvale, CA",0
"GenapSys, Inc.",Scientist (Sequencing),"Redwood City, CA",0
Medable,Back-End Developer,"Palo Alto, CA",0
"Park Computer Systems, Inc.",Software Apps Developer- Frontend Engineer,"Sunnyvale, CA",0
Walmart eCommerce,"SQA Engineer, VUDU - WEC","Sunnyvale, CA",0
Walmart eCommerce,Systems Administrator II,"Sunnyvale, CA",0
Walmart eCommerce,Staff Cassandra Engineer,"Sunnyvale, CA",0
Ericsson,Machine Learning Engineer,"Santa Clara, CA",0
Baidu USA,Security Scientist,"Sunnyvale, CA 94089",0
SlipChip,Bioinformatics Scientist,"Menlo Park, CA 94025",0
Walmart eCommerce,Staff InfoSec Engineer,"Sunnyvale, CA",0
Intel,Research Scientist- Intel Contract Employee,"Santa Clara, CA 95051",0
Lumiata,Data Engineer,"San Mateo, CA",0
Veear Projects,Senior Data Scientist,"Palo Alto, CA",0
Fathom Computing,Machine Learning Scientist,"Palo Alto, CA",0
Google,"Machine Learning Deployment Engineer, Professional Services,...","Mountain View, CA",0
Quantifind,Senior Data Scientist,"Menlo Park, CA",0
TERADEEP INC.,Machine Learning / Deep Learning Internship(s),"Campbell, CA","$40,000 - $80,000 a year"
Facebook,"Marketing Science Analyst, SMB","Menlo Park, CA",0
Samsung,Big Data Platform Engineer,"Mountain View, CA",0
Samsung Electronics America,Big Data Platform Engineer,"Mountain View, CA",0
Facebook,"Applied Research Scientist, Core Machine Learning","Menlo Park, CA",0
SAP,Business Developer for Machine Learning development Job,"Palo Alto, CA",0
Transcriptic,Application Scientist,"Menlo Park, CA 94025",0
Genentech,Associate Director Real World Data Science,"South San Francisco, CA",0
Precision For Value,"Research Scientist, Evidence Synthesis","Oakland, CA",0
Good Eggs,Data Engineer,"San Francisco, CA",0
Galvanize,"gU Assistant Faculty, Data Scientist","San Francisco, CA",0
Counsyl,Intake Associate,"South San Francisco, CA 94080",0
Gigster,Machine Learning Engineer,"San Francisco, CA",0
Genentech,Intern - Product Development - Study Data Management,"South San Francisco, CA",0
Anki,Data Services Engineer,"San Francisco, CA",0
SocialCode,"Staff Engineer, Data Analytics","San Francisco, CA",0
"A2Z Development Center, Inc.",Applied Scientist,"San Francisco, CA",0
InVitae,Production Bioinformatics Engineer,"San Francisco, CA 94107 (South Of Market area)",0
Earnest,Data Platform Engineer,"San Francisco, CA 94110 (Mission area)",0
Square,"Senior Data Scientist, Risk","San Francisco, CA 94103 (South Of Market area)",0
Pinterest,Head of Partner Analytics,"San Francisco, CA 94103 (South Of Market area)",0
Salesforce,"Analyst, Enterprise Run Rate Programs","San Francisco, CA",0
Plexxikon,Research Informatics Specialist,"Berkeley, CA 94710",0
Revinate,Senior Data Engineer,"San Francisco, CA 94129",0
Uber,Risk Analyst,"San Francisco, CA 94105 (Financial District area)",0
Uber,Data Science - Internship/Co-op,"San Francisco, CA 94103 (South Of Market area)",0
Exponent,Managing Scientist,"Menlo Park, CA 94025",0
The Climate Corporation,Quantitative Researcher: Statistics (Geospatial),"San Francisco, CA",0
University of California San Francisco,Hospital Assistant PD,"San Francisco, CA",0
Walmart eCommerce,Product Development Specialist,"San Bruno, CA 94066",0
Airbnb,"Software Engineer, Frontend","San Francisco, CA",0
Penfield Search Partners,Senior Statistical Scientist,"South San Francisco, CA",0
Counsyl,Intake Associate (Part-time),"South San Francisco, CA 94080",0
University of California - San Francisco,Postdoctoral or Staff Scientist Position in Bioinformatics,"San Francisco, CA",0
Uber,"Data Science PhD Internship/Co-op (Machine Learning, Forecas...","San Francisco, CA 94105 (Financial District area)",0
Exponent,Cyber Security and Identity Manager,"Menlo Park, CA 94025",0
Skillz Inc.,Lead Data Scientist,"San Francisco, CA",0
Thermo Fisher Scientific,Bioinformatics Scientist - PCR Primer Design,"San Francisco, CA",0
Opendoor,Senior Product Manager - Risk,"San Francisco, CA",0
Galvanize,"Product Manager, Enterprise Education","San Francisco, CA",0
Ayasdi,Technical Writer,"Menlo Park, CA 94025",0
Zenefits,Data Engineer,"San Francisco, CA 94110 (Mission area)",0
eBay,Analytics Manager,"San Francisco, CA",0
Genentech,Veterinary Anatomic Pathologist,"South San Francisco, CA",0
Freedom Financial Network,Senior Data Scientist,"San Mateo, CA 94402 (Beresford area)",0
Radius,Data Product Manager- Reporting,"San Francisco, CA",0
BuildZoom,Internal Analytics Lead,"San Francisco, CA",0
Google,"Quantitative Business Analyst, YouTube","San Bruno, CA",0
Thermo Fisher Scientific,"Scientist II, Analytical Chemistry","San Francisco, CA",0
Remind,Head of Data Science,"San Francisco, CA",0
NORCAL MUTUAL INSURANCE COMPANY,Product Research Analyst,"San Francisco, CA 94111 (Financial District area)",0
Stem Inc,Senior Data Scientist,"San Francisco Bay Area, CA",0
Westfield Corporation,Director of Analytics - Decision Science,"San Francisco, CA 94103 (South Of Market area)",0
eBay,Sr. Data Scientist,"San Francisco, CA",0
Rally Health,Business Intelligence ETL Developer,"San Francisco, CA",0
Corporate Labs Technology,Data Scientist (Natural Language Processing),"Brisbane, CA","$110,000 - $180,000 a year"
Capital One,Machine Learning Data Engineer,"San Francisco, CA",0
Uber,"Business Insights Analyst, Physical Security","San Francisco, CA 94105 (Financial District area)",0
Airbnb,Data Engineer,"San Francisco, CA",0
Bayone Solutions Inc.,Data Scientist - Recommendation Engine,"San Francisco, CA","$160,000 a year"
Arka,"Data Scientist, Sr","San Francisco, CA",$85 an hour
Tapjoy,Staff Data Science Engineer,"San Francisco, CA 94104 (Financial District area)",0
Uber,Data Science - Forecasting Platform,"San Francisco, CA 94105 (Financial District area)",0
Adobe,Research Scientist,"San Francisco, CA",0
RiskIQ,Data Analyst Intern - Summer 2017,"San Francisco, CA",0
AltSchool,Senior Data Scientist,"San Francisco, CA",0
Walmart eCommerce,Transportation Finance Analyst,"San Bruno, CA 94066",0
Boutique Air,Research Analyst,"San Francisco, CA",0
Walmart eCommerce,"Manager, Site Analytics","San Bruno, CA 94066",0
Intrexon Corporation.,Senior BioInformatics Scientist,"South San Francisco, CA",0
"Aspera, an IBM Company",Software Engineer - Aspera Analytics (Rails/Angular/D3),"Emeryville, CA",0
"A2Z Development Center, Inc.",Senior Manager of Machine Learning (Amazon Music),"San Francisco, CA",0
Phoenix Bioinformatics,Bioinformatician,"Redwood City, CA",0
Prosper,Data Engineer,"San Francisco, CA",0
GE Healthcare,Sr Data Scientist,"San Ramon, CA",0
Osaro,Robotics Lab Technician,"San Francisco, CA",0
University of California San Francisco Medical Cen...,Clinical Lab Scientist Specialist,"San Francisco, CA",0
"Illumina, Inc.",Ensemble Machine Learning Intern,"San Francisco, CA 94158 (South Of Market area)",0
Jawbone,Health Writer/Content Strategist,"San Francisco, CA",0
Glassdoor,Senior Data Scientist,"Mill Valley, CA 94941",0
University of California Berkeley,"Research Data Analyst, ESPM","Berkeley, CA",0
Uber,Engineering Manager - Business Intelligence,"San Francisco, CA 94105 (Financial District area)",0
Production Modeling Corporation,Data Scientist ( NO C2C ),"San Francisco, CA",0
Nuna,"Manager, Data Science","San Francisco, CA",0
Sentient,Java Engineer - Machine Learning Platform,"San Francisco, CA",0
Monitor 360,Product Manager,"San Francisco, CA",0
Genentech,Associate Scientist/Scientist – Drug Metabolism,"South San Francisco, CA",0
GE Renewable Energy,Senior Data Scientist – Renewable Energy,"San Ramon, CA",0
Supercell,Brand Marketing,"San Francisco, CA 94104 (Financial District area)",0
"GRAIL, Inc.",MACHINE LEARNING (and in particular DEEP LEARNING) SPECIALIS...,"Redwood City, CA",0
Komodo Health,Data Scientist,"San Francisco, CA",0
Trulia,"Senior Data Scientist, Search and Local","San Francisco, CA",0
Gilead Sciences,Research Scientist I- HBV Discovery Virology,"Foster City, CA",0
Hart,Associate Scientist,"South San Francisco, CA",$30 an hour
"Pandora Media, Inc.","Senior Machine Learning Engineer, Music Recommender Systems","Oakland, CA",0
Audentes Therapeutics,Director of Research Programs,"San Francisco, CA 94108 (Financial District area)",0
Symantec,Research Analyst,"San Francisco, CA",0
method products pbc,Global VP of Technology,"San Francisco, CA 94111 (Financial District area)",0
iRhythm,Data Scientist/Machine Learning Engineer,"San Francisco, CA",0
Metabiota,Modeler/Statistician,"San Francisco, CA 94104 (Financial District area)",0
Metromile,Data Scientist,"San Francisco, CA",0
Precision Health Economics,Research Statistician,"Oakland, CA",0
OnboardIQ,Algorithm and Data Scientist (Machine Learning),"San Francisco, CA",0
Adobe,"Computer Scientist, Creative Innovation","San Francisco, CA",0
AT&T,Big Data Technical Co Op II,"San Francisco, CA",0
Fitbit,"Director, Data Scientist","San Francisco, CA 94105 (Financial District area)",0
Chartboost,Machine Learning Engineer,"San Francisco, CA",0
Clinical Solutions Group,Remote Principal Statistical Programmer,"San Francisco, CA",0
Kaiser Permanente,"Manager, Data Scientist - Consumer Marketing Analytics","Oakland, CA",0
Ten-X,Senior Data Engineer,"Belmont, CA",0
LRNG by Collective Shift,Senior Game Programmer,"Redwood City, CA",0
FLX Bio,"Research Scientist II, Discovery Biologist","South San Francisco, CA",0
Bina Technologies Inc.,International Product Manager – (Advanced Analytics),"Belmont, CA",0
Walmart eCommerce,"Business Manager, Marketplace Planning & Insights","San Bruno, CA 94066",0
CrowdFlower,Solutions Engineer,"San Francisco, CA",0
Element Analytics,Visual Interaction Designer,"San Francisco, CA",0
